"","launched","state","backers","duration_days","mean_pledged","percent_pledged","pledged_byday","usd_goal_lvl","region","percent_pledged_lvl"
"110961","November","failed",17,7,18.8041176470588,47.4006524317912,45.6671428571429,"<2000","Europe","<100"
"110978","March","failed",0,30,0,0,0,">=10000 & <50000","Europe","<100"
"110979","March","failed",3,30,42.52,12,4.252,"<2000","Europe","<100"
"111004","April","failed",1,60,8.34,0.0750182823331945,0.139,">=10000 & <50000","Latin America","<100"
"111007","January","failed",3,30,18.0366666666667,2.83356287409471,1.80366666666667,"<2000","Europe","<100"
"111065","October","failed",15,30,28.4666666666667,2.135,14.2333333333333,">=10000 & <50000","North America","<100"
"111092","October","failed",19,30,16.8421052631579,6.4,10.6666666666667,">=2000 & <10000","North America","<100"
"111127","January","successful",196,30,34.5918367346939,565,226,"<2000","North America",">100"
"111143","January","successful",15,60,66.6666666666667,100,16.6666666666667,"<2000","North America","=100"
"111147","July","failed",2,30,27.165,0.874984901558159,1.811,">=2000 & <10000","North America","<100"
"111249","July","failed",97,31,68.2667010309278,24.3571276710789,213.608709677419,">=10000 & <50000","Europe","<100"
"111301","September","failed",1,30,30,0.6,1,">=2000 & <10000","North America","<100"
"111302","July","successful",455,22,29.9802197802198,341.025,620.045454545455,">=2000 & <10000","North America",">100"
"111305","April","successful",1,30,24,120,0.8,"<2000","North America",">100"
"111314","November","successful",18,41,58.6666666666667,111.157894736842,25.7560975609756,"<2000","North America",">100"
"111359","October","successful",103,30,34.4854368932039,169.142857142857,118.4,">=2000 & <10000","North America",">100"
"111360","May","successful",31,31,22.5806451612903,140,22.5806451612903,"<2000","North America",">100"
"111367","December","failed",1,30,7.17,0.0500272463594189,0.239,">=10000 & <50000","Europe","<100"
"111370","June","failed",1,30,15.54,1.33292162009161,0.518,"<2000","North America","<100"
"111377","March","successful",75,28,80.3152,1603.99424828247,215.13,"<2000","Europe",">100"
"111398","November","successful",110,7,14.4727272727273,159.2,227.428571428571,"<2000","North America",">100"
"111426","August","failed",113,30,32.8495575221239,26.5142857142857,123.733333333333,">=10000 & <50000","North America","<100"
"111444","September","failed",21,30,43.3809523809524,36.44,30.3666666666667,">=2000 & <10000","North America","<100"
"111449","September","failed",13,60,124.845384615385,3.05778553166796,27.0498333333333,">=50000 & <100000","Europe","<100"
"111533","April","failed",5,45,35.522,2.21000043550484,3.94688888888889,">=2000 & <10000","North America","<100"
"111570","July","failed",5,30,76,8.44444444444444,12.6666666666667,">=2000 & <10000","North America","<100"
"111595","February","failed",19,30,100.736842105263,38.28,63.8,">=2000 & <10000","North America","<100"
"111603","January","successful",12,25,29.235,100.400663957415,14.0328,"<2000","Europe",">100"
"111614","March","successful",81,30,71.4876543209877,115.81,193.016666666667,">=2000 & <10000","North America",">100"
"111641","February","successful",296,11,16.6182432432432,983.8,447.181818181818,"<2000","North America",">100"
"111662","April","successful",694,30,19.2780979827089,334.475,445.966666666667,">=2000 & <10000","North America",">100"
"111699","October","successful",551,29,49.7949183303085,182.913333333333,946.103448275862,">=10000 & <50000","North America",">100"
"111735","October","successful",554,18,30.162761732852,167.1017,928.342777777778,">=10000 & <50000","North America",">100"
"111784","October","failed",59,30,54.1174576271186,15.4684005090683,106.431,">=10000 & <50000","Europe","<100"
"111810","September","successful",45,20,117.223555555556,251.234009315794,263.753,">=2000 & <10000","Asia & Pacific",">100"
"111814","December","successful",7,2,37.8571428571429,106,132.5,"<2000","North America",">100"
"111820","January","failed",0,1,0,0,0,"<2000","North America","<100"
"111821","September","failed",35,30,6.976,64.5994285109535,8.13866666666667,"<2000","North America","<100"
"111822","November","successful",71,15,24.5211267605634,497.428571428571,116.066666666667,"<2000","North America",">100"
"111854","March","successful",417,30,108.469472422062,118.237135777607,1507.72566666667,">=10000 & <50000","Europe",">100"
"111857","January","successful",2422,32,128.157539223782,728.634993487069,9699.92375,">=10000 & <50000","Europe",">100"
"111888","April","failed",302,30,45.1622516556291,75.7722222222222,454.633333333333,">=10000 & <50000","North America","<100"
"111892","July","successful",5,30,220,110,36.6666666666667,"<2000","North America",">100"
"111917","May","failed",1,28,15.84,0.0200021189113342,0.565714285714286,">=50000 & <100000","Europe","<100"
"111930","August","failed",71,27,17.7457746478873,9.72001391714362,46.6648148148148,">=10000 & <50000","Europe","<100"
"111977","December","successful",53,37,98.2830188679245,520.9,140.783783783784,"<2000","North America",">100"
"111980","March","failed",7,31,28.3585714285714,6.05008670846147,6.40354838709677,">=2000 & <10000","North America","<100"
"111991","September","successful",620,40,43.9523387096774,357.999884390937,681.26125,">=2000 & <10000","Europe",">100"
"112008","March","successful",86,19,33.6511627906977,115.76,152.315789473684,">=2000 & <10000","North America",">100"
"112048","September","successful",1020,37,124.630470588235,303.00138578302,3435.75891891892,">=10000 & <50000","Europe",">100"
"112108","March","failed",2,40,1,0.125,0.05,"<2000","North America","<100"
"112112","February","successful",32,30,19.875,106,21.2,"<2000","North America",">100"
"112158","August","failed",4,30,52.75,3.01428571428571,7.03333333333333,">=2000 & <10000","North America","<100"
"112193","September","failed",6,30,14,0.672,2.8,">=10000 & <50000","North America","<100"
"112211","May","successful",1514,36,73.8110964332893,279.375,3104.16666666667,">=10000 & <50000","North America",">100"
"112224","March","failed",39,35,4.82051282051282,6.26666666666667,5.37142857142857,">=2000 & <10000","North America","<100"
"112225","July","successful",759,24,52.368906455863,198.74,1656.16666666667,">=10000 & <50000","North America",">100"
"112262","May","failed",1,20,64.2,0.499963787669585,3.21,">=10000 & <50000","Europe","<100"
"112266","February","failed",48,30,44.5925,24.0823582358236,71.348,">=2000 & <10000","North America","<100"
"112276","April","successful",186,30,39.0645161290323,121.1,242.2,">=2000 & <10000","North America",">100"
"112305","October","failed",3,30,20,3,2,">=2000 & <10000","North America","<100"
"112404","July","successful",282,32,57.0354609929078,109.414965986395,502.625,">=10000 & <50000","North America",">100"
"112439","June","successful",471,30,46.7468365180467,110.0888,733.925333333333,">=10000 & <50000","North America",">100"
"112457","July","failed",0,30,0,0,0,">=50000 & <100000","North America","<100"
"112472","September","successful",145,30,105.253034482759,101.7446,508.723,">=10000 & <50000","North America",">100"
"112487","July","failed",2,30,1,0.002,0.0666666666666667,">=100000","North America","<100"
"112502","June","successful",47,36,91.2978723404255,122.6,119.194444444444,">=2000 & <10000","North America",">100"
"112610","March","successful",3890,31,111.748843187661,1449.01,14022.6774193548,">=10000 & <50000","North America",">100"
"112618","March","successful",3627,33,90.3266308243728,2340.10492857143,9927.71787878788,">=10000 & <50000","North America",">100"
"112628","November","failed",1,30,25,1,0.833333333333333,">=2000 & <10000","North America","<100"
"112629","October","failed",6,30,11.9916666666667,4.06671791277611,2.39833333333333,"<2000","Europe","<100"
"112720","August","failed",2,30,19.715,0.0519939748701502,1.31433333333333,">=50000 & <100000","Europe","<100"
"112724","October","successful",1045,30,28.7930526315789,250.7395,1002.958,">=10000 & <50000","North America",">100"
"112744","December","successful",602,30,43.9509468438538,8014.80370774264,881.949,"<2000","Asia & Pacific",">100"
"112755","July","successful",504,11,58.2400793650794,366.9125,2668.45454545455,">=2000 & <10000","North America",">100"
"112756","September","failed",161,30,37.2546583850932,19.9933333333333,199.933333333333,">=10000 & <50000","North America","<100"
"112789","April","successful",93,30,17.7902150537634,220.598666666667,55.1496666666667,"<2000","North America",">100"
"112801","August","successful",69,9,49.5072463768116,227.733333333333,379.555555555556,"<2000","North America",">100"
"112807","October","successful",227,30,23.8678414096916,108.36,180.6,">=2000 & <10000","North America",">100"
"112818","August","failed",2,30,4.145,0.183250586888188,0.276333333333333,">=2000 & <10000","North America","<100"
"112819","May","successful",58,60,12.8620689655172,248.666666666667,12.4333333333333,"<2000","North America",">100"
"112822","October","successful",187,16,24.2673796791444,453.8,283.625,"<2000","North America",">100"
"112833","February","failed",0,57,0,0,0,">=2000 & <10000","North America","<100"
"112934","June","failed",9,45,109.888888888889,4.945,21.9777777777778,">=10000 & <50000","North America","<100"
"113016","September","failed",65,30,32.1384615384615,20.89,69.6333333333333,">=10000 & <50000","North America","<100"
"113022","October","failed",6,30,6,0.036,1.2,">=100000","North America","<100"
"113079","May","failed",3,30,10.0833333333333,0.190924250093726,1.00833333333333,">=10000 & <50000","Europe","<100"
"113085","October","successful",195,30,48.6165641025641,109.583592451399,316.007666666667,">=2000 & <10000","Asia & Pacific",">100"
"113094","February","successful",1322,36,92.4039334341906,421.234482758621,3393.27777777778,">=10000 & <50000","North America",">100"
"113129","June","failed",4,45,3,0.048,0.266666666666667,">=10000 & <50000","North America","<100"
"113160","August","failed",6,35,42.255,0.150000177493998,7.24371428571429,">=100000","Europe","<100"
"113203","April","failed",2,30,1,0.4,0.0666666666666667,"<2000","North America","<100"
"113205","August","successful",151,30,79.4966887417219,120.04,400.133333333333,">=10000 & <50000","North America",">100"
"113212","October","successful",676,30,69.2307692307692,390,1560,">=10000 & <50000","North America",">100"
"113247","May","successful",48,30,5.60854166666667,120.000891503967,8.97366666666667,"<2000","Europe",">100"
"113248","November","failed",119,32,60.9526890756303,80.593,226.6678125,">=2000 & <10000","North America","<100"
"113261","December","failed",2,39,20,2.66666666666667,1.02564102564103,"<2000","North America","<100"
"113270","January","failed",1,58,10,0.0133333333333333,0.172413793103448,">=50000 & <100000","North America","<100"
"113306","April","successful",7,30,30.3128571428571,189.998209169054,7.073,"<2000","Europe",">100"
"113307","May","failed",4,30,72.5,3.22222222222222,9.66666666666667,">=2000 & <10000","North America","<100"
"113315","October","successful",249,39,41.9895582329317,104.554,268.087179487179,">=10000 & <50000","North America",">100"
"113328","December","successful",84,17,18.4880952380952,5176.66666666667,91.3529411764706,"<2000","North America",">100"
"113357","September","successful",577,22,113.305025996534,1307.54,2971.68181818182,">=2000 & <10000","North America",">100"
"113399","January","successful",1307,31,27.8599846977812,113.790625,1174.61290322581,">=10000 & <50000","North America",">100"
"113429","March","failed",218,31,55.7565137614679,62.3329230769231,392.094193548387,">=10000 & <50000","North America","<100"
"113437","September","failed",0,60,0,0,0,">=10000 & <50000","North America","<100"
"113463","March","failed",176,60,115.528409090909,8.33319672131148,338.883333333333,">=100000","North America","<100"
"113485","June","successful",112,30,28.7678571428571,161.1,107.4,">=2000 & <10000","North America",">100"
"113505","January","failed",2,35,6.275,0.199926401595588,0.358571428571429,">=2000 & <10000","Europe","<100"
"113512","October","successful",767,26,33.2750977835724,510.44,981.615384615385,">=2000 & <10000","North America",">100"
"113549","October","failed",2,45,12.04,0.18180404272395,0.535111111111111,">=10000 & <50000","Europe","<100"
"113590","October","successful",545,34,20.1742568807339,120.219971986866,323.381470588235,">=2000 & <10000","Asia & Pacific",">100"
"113658","June","successful",14,30,74.3435714285714,138.501357321552,34.6936666666667,"<2000","Asia & Pacific",">100"
"113669","December","failed",3,30,58.3333333333333,1.45833333333333,5.83333333333333,">=10000 & <50000","North America","<100"
"113699","October","successful",1293,32,388.72524361949,189.812086231987,15706.929375,">=100000","Europe",">100"
